1	N	48
1	J	48
0	J	48
1	R	48
2	N	49
2	J	49
1	W	49
2	R	49
3	N	63
3	J	64
2	E	68
1	J	68
3	R	68
3	W	74
1	R	74
4	N	74
4	J	74
1	W	74
4	R	74
5	N	106
5	J	107
4	W	107
5	R	107
4	J	109
5	E	110
4	R	110
4	W	115
0	R	115
4	J	559
4	R	559
4	W	559
0	R	559
4	J	587
4	R	587
4	W	587
0	R	588
4	J	598
4	R	598
4	W	598
0	R	598
4	J	620
4	R	620
4	W	620
0	R	620
4	J	660
4	R	660
4	W	660
0	R	660
4	J	673
4	R	673
4	W	673
0	R	673
4	J	781
4	R	781
4	W	781
0	R	781
4	J	797
4	R	797
4	W	797
0	R	798
4	J	841
4	R	841
4	W	841
0	R	841
4	J	857
4	R	857
4	W	857
0	R	857
4	J	887
4	R	887
6	N	889
6	J	889
4	W	890
6	R	890
6	E	901
4	J	901
4	R	901
7	N	901
7	J	902
4	W	902
7	R	902
4	J	904
7	E	905
4	R	905
4	W	905
0	R	905
4	J	1424
4	R	1424
4	W	1424
0	R	1424
4	J	1446
4	R	1446
4	W	1446
0	R	1446
4	J	1470
4	R	1470
4	W	1470
0	R	1470
4	J	1493
4	R	1493
4	W	1493
0	R	1493
4	J	1501
4	R	1501
4	W	1501
0	R	1501
4	J	1521
4	R	1521
4	W	1521
0	R	1521
4	J	1527
4	R	1528
4	W	1528
0	R	1528
4	J	1553
4	R	1553
4	W	1553
0	R	1553
4	J	1651
4	R	1651
4	W	1651
0	R	1651
4	J	1677
4	R	1677
4	W	1677
0	R	1677
4	J	1680
4	R	1680
4	W	1680
0	R	1680
4	J	1694
4	R	1694
4	W	1695
0	R	1695
4	J	1695
4	R	1695
4	W	1695
0	R	1695
4	J	1711
4	R	1711
4	W	1711
0	R	1711
4	J	1719
4	R	1719
4	W	1719
0	R	1719
4	J	1738
4	R	1738
4	W	1738
0	R	1738
4	J	1746
4	R	1746
4	W	1746
0	R	1746
4	J	1760
4	R	1760
4	W	1760
0	R	1760
4	J	1789
4	R	1789
4	W	1790
0	R	1790
4	J	1804
4	R	1804
4	W	1804
0	R	1804
4	J	1820
4	R	1820
4	W	1820
0	R	1820
4	J	1837
4	R	1838
4	W	1838
0	R	1838
4	J	1938
4	R	1938
4	W	1938
0	R	1938
4	J	1961
4	R	1961
4	W	1961
0	R	1961
4	J	1978
4	R	1978
4	W	1978
0	R	1978
4	J	1991
4	R	1991
4	W	1991
0	R	1991
4	J	2012
4	R	2012
4	W	2012
0	R	2012
4	J	2032
4	R	2032
4	W	2032
0	R	2032
4	J	2094
4	R	2094
4	W	2094
0	R	2094
4	J	2111
4	R	2111
4	W	2111
0	R	2111
4	J	2144
4	R	2144
4	W	2144
0	R	2144
4	J	2161
4	R	2161
4	W	2161
0	R	2161
4	J	2193
4	R	2193
4	W	2193
0	R	2193
4	J	2220
4	R	2220
4	W	2220
0	R	2220
4	J	2246
4	R	2246
4	W	2246
0	R	2246
4	J	2266
4	R	2266
4	W	2266
0	R	2266
4	J	2278
4	R	2278
4	W	2278
0	R	2278
4	J	2290
4	R	2290
4	W	2290
0	R	2290
4	J	2294
4	R	2294
4	W	2294
0	R	2294
4	J	2310
4	R	2310
4	W	2310
0	R	2310
4	J	2332
4	R	2332
4	W	2332
0	R	2332
4	J	2345
4	R	2345
4	W	2345
0	R	2345
4	J	2359
4	R	2359
4	W	2359
0	R	2359
4	J	2369
4	R	2369
4	W	2369
0	R	2369
4	J	2395
4	R	2395
4	W	2395
0	R	2395
4	J	2412
4	R	2412
4	W	2412
0	R	2412
4	J	2427
4	R	2427
4	W	2427
0	R	2427
4	J	2442
4	R	2442
4	W	2442
0	R	2442
4	J	2449
4	R	2450
8	N	2451
8	J	2452
4	W	2452
8	R	2452
9	N	2457
